machine_type,vibration_rms,temperature_motor,current_phase_avg,pressure_level,rpm,operating_mode,hours_since_maintenance,ambient_temp,rul_hours,hour,day_of_week,month,temp_over_rpm,vibration_x_current,maintenance_urgency
CNC,1.02,47.37,5.64,24.1,809.9,idle,66.73,12.3,21.41,1,4,1,0.05841657417684055,5.7528,2.9776885319053994
CNC,3.08,54.47,15.67,57.8,2824.6,normal,294.71,9.2,0.5,16,5,1,0.019277321630804076,48.263600000000004,196.47333333333333
Robotic Arm,0.49,54.28,3.0,,144.2,idle,138.57,15.7,20.5,0,2,1,0.3738292011019284,1.47,6.445116279069767
Robotic Arm,,30.39,2.53,14.5,149.0,idle,34.17,10.3,44.75,15,6,1,0.2026,,0.7468852459016394
Compressor,2.36,65.84,24.34,106.2,1504.8,normal,373.96,15.0,10.11,14,4,1,0.04372426617080622,57.4424,33.65976597659766
Compressor,0.92,49.43,6.34,44.9,725.3,idle,34.47,15.8,39.16,7,4,1,0.06805727660746248,5.8328,0.8583167330677292
Compressor,2.31,60.82,7.16,44.1,690.4,idle,44.33,16.3,5.92,5,0,1,0.08796644489441713,16.5396,6.40606936416185
Pump,0.54,42.07,3.91,,528.7,idle,59.62,9.4,22.52,0,6,1,0.0794223145176515,2.1114,2.5348639455782314
Pump,1.77,51.62,12.95,96.0,1262.8,normal,32.77,16.1,38.93,15,3,1,0.04084507042253521,22.921499999999998,0.8206862008514902
Robotic Arm,1.26,38.47,5.52,38.5,340.2,normal,31.15,15.6,45.54,14,3,1,0.11274912075029309,6.9552,0.6693167168027503
CNC,0.95,45.41,5.07,21.9,883.0,idle,9.05,15.4,83.52,12,5,1,0.05136877828054298,4.8165000000000004,0.10707524846190253
Compressor,0.97,55.63,6.28,43.2,718.7,idle,5.58,14.3,36.88,23,0,1,0.07729609559538697,6.0916,0.14730728616684266
CNC,1.84,,14.85,65.7,2838.1,normal,289.73,10.5,45.07,15,0,1,,27.324,6.28890818319948
CNC,1.34,57.97,5.05,20.6,858.6,idle,6.4,13.3,20.39,20,3,1,0.06743834341554211,6.767,0.29920523609163163
Compressor,2.37,53.49,15.41,112.7,1751.4,normal,439.64,16.9,0.5,17,6,1,0.03052385300159781,36.5217,293.0933333333333
CNC,2.67,51.08,13.94,61.2,,normal,33.97,8.5,58.61,12,6,1,,37.2198,0.5698708270424425
Compressor,3.85,59.26,21.8,162.5,2472.4,peak,443.95,10.0,43.8,21,6,1,0.023958922940082474,83.93,9.909598214285715
Pump,0.52,36.53,3.8,18.8,514.0,idle,175.58,11.0,0.5,15,4,1,0.07093203883495146,1.976,117.05333333333334
Compressor,1.09,49.63,5.89,,772.8,idle,464.31,9.8,0.5,23,2,1,0.06413802016024814,6.4201,309.54
Pump,0.58,43.03,3.46,22.3,554.5,idle,294.71,12.2,47.72,0,0,1,0.07746174617461746,2.0067999999999997,6.049055829228243
Compressor,0.97,45.62,6.07,49.4,764.6,idle,392.1,13.2,0.5,18,4,1,0.05958725182863114,5.8879,261.40000000000003
Pump,1.85,48.26,11.26,92.4,,normal,227.9,15.2,66.77,18,0,1,,20.831,3.3628449166297774
Pump,1.91,61.51,,82.4,1347.3,normal,6.67,13.6,64.63,19,4,1,0.04562041088778462,,0.101630351973183
CNC,0.93,49.53,5.48,22.5,916.5,idle,13.68,8.1,66.9,11,3,1,0.05398365122615804,5.096400000000001,0.20147275405007362
CNC,0.87,47.59,4.13,23.0,913.1,idle,55.12,11.0,25.46,5,5,1,0.05206213762170441,3.5930999999999997,2.0831443688586546
Robotic Arm,,50.82,3.13,18.7,137.4,idle,139.0,13.6,20.06,0,2,1,0.3671965317919075,,6.600189933523267
Compressor,4.14,71.41,16.48,96.1,1700.5,normal,139.08,8.7,20.83,6,2,1,0.04196885101381134,68.2272,6.371049015116813
Robotic Arm,0.41,28.69,2.44,17.2,153.1,idle,47.57,8.5,31.35,5,0,1,0.18617780661907854,1.0004,1.4704791344667696
Robotic Arm,1.06,38.26,5.9,44.6,343.6,normal,6.57,10.9,77.55,9,0,1,0.11102727800348229,6.2540000000000004,0.0836409929980904
CNC,5.34,65.2,25.01,104.7,3855.4,peak,314.58,11.6,32.88,12,6,1,0.016906959858935797,133.5534,9.285123966942148
Compressor,5.01,64.69,15.89,117.8,1698.1,normal,102.98,10.6,3.68,16,4,1,0.038073097522217644,79.6089,22.004273504273506
CNC,2.8,55.91,13.9,70.1,3098.1,normal,161.42,11.3,0.5,6,4,1,0.01804072149979026,38.92,107.61333333333333
CNC,0.8,47.25,4.92,20.7,861.4,idle,40.95,15.8,32.2,22,6,1,0.05478896103896104,3.936,1.233433734939759
CNC,2.96,55.01,11.27,72.9,3016.6,normal,172.31,11.9,84.27,14,0,1,0.01822971898197243,33.3592,2.0207575935264455
Pump,2.91,84.82,16.4,149.5,1811.8,peak,46.8,11.5,29.73,6,5,1,0.04678949691085613,47.724,1.5229417507321834
CNC,2.7,56.17,11.75,60.4,3031.2,normal,126.67,8.3,0.5,20,2,1,0.0185245036607084,31.725,84.44666666666667
Pump,1.53,52.83,4.49,15.5,484.2,idle,91.58,16.7,7.82,2,6,1,0.10888293487221765,6.869700000000001,10.383219954648526
CNC,3.77,72.99,21.71,96.1,4087.5,peak,222.73,16.2,33.86,16,2,1,0.01785251314663079,81.8467,6.389271371199082
Pump,2.16,67.6,11.91,107.4,1325.2,normal,0.55,11.9,75.98,7,3,1,0.050972703966219265,25.725600000000004,0.007144712912444791
Compressor,2.58,58.56,15.32,95.8,1667.6,normal,3.78,8.7,71.68,15,3,1,0.0350952894642215,39.525600000000004,0.05200880572372041
Robotic Arm,1.6,48.1,8.02,64.4,498.9,peak,319.86,16.5,0.5,17,4,1,0.09621924384876976,12.832,213.24
Compressor,1.02,44.44,6.87,43.8,748.4,idle,375.39,12.5,0.5,1,4,1,0.05930077395249533,7.0074000000000005,250.26
CNC,4.36,61.24,16.25,77.5,3020.2,normal,321.51,14.7,25.95,19,6,1,0.020270091354428706,70.85000000000001,11.92987012987013
CNC,2.63,63.69,12.44,60.6,2848.5,normal,109.69,16.8,32.1,11,1,1,0.022351289699947357,32.7172,3.313897280966767
Pump,2.16,46.69,12.4,116.0,1326.6,normal,97.65,8.3,0.5,8,0,1,0.03516872551973486,26.784000000000002,65.10000000000001
CNC,0.95,47.74,5.0,24.6,918.6,idle,93.5,13.7,48.29,19,0,1,0.05191387559808613,4.75,1.8969364982755124
Pump,0.64,42.49,3.79,20.5,539.7,idle,98.07,17.0,0.5,9,1,1,0.07858331792121324,2.4256,65.38
Pump,0.54,35.28,3.57,23.8,535.4,idle,340.98,15.8,0.5,11,5,1,0.06577181208053692,1.9278,227.32000000000002
Pump,0.69,43.87,3.52,23.2,511.3,idle,112.98,10.9,0.5,0,1,1,0.08563341791918798,2.4288,75.32000000000001
CNC,0.84,40.31,5.32,20.1,916.1,idle,18.57,16.3,56.73,7,5,1,0.04395376730999891,4.4688,0.32166984236965185
Robotic Arm,0.45,31.36,2.46,14.9,148.4,idle,458.86,8.6,0.5,4,4,1,0.20990629183400267,1.107,305.9066666666667
Pump,2.07,60.3,13.41,83.1,1181.5,normal,314.16,8.7,28.27,19,0,1,0.05099365750528541,27.758699999999997,10.733173898189273
CNC,3.36,61.59,24.88,98.3,3931.6,peak,29.57,9.8,45.73,18,5,1,0.015661394497279154,83.59679999999999,0.6327840787502675
CNC,0.91,40.2,5.1,22.9,906.9,idle,109.88,9.3,0.5,2,2,1,0.044278004185482986,4.641,73.25333333333333
CNC,0.7,49.15,5.27,24.4,861.8,idle,148.4,16.5,0.5,7,4,1,0.05696569309225777,3.6889999999999996,98.93333333333334
Robotic Arm,1.21,43.09,,42.4,352.7,normal,130.05,15.0,0.5,12,5,1,0.121826406559231,,86.7
CNC,,64.16,11.68,73.3,2828.5,normal,20.93,16.9,54.36,9,5,1,0.022675384343523588,,0.3780708092485549
Compressor,4.33,62.42,14.31,113.7,1708.6,normal,462.52,12.4,25.23,16,0,1,0.03651146467009827,61.962300000000006,17.633244376667935
Robotic Arm,1.46,41.69,6.34,45.9,329.6,normal,13.58,16.1,16.24,18,3,1,0.12610405323653961,9.2564,0.7877030162412993
Pump,0.69,,3.38,18.9,527.6,idle,215.58,9.5,79.08,6,0,1,,2.3322,2.6920579420579425
CNC,0.82,43.43,4.6,24.6,883.8,idle,215.9,16.2,0.5,12,6,1,0.049084538878842676,3.7719999999999994,143.93333333333334
Robotic Arm,0.98,48.65,5.89,48.0,335.8,normal,22.75,15.3,32.4,10,4,1,0.1444477434679335,5.7722,0.6811377245508983
Pump,1.89,58.59,11.65,111.1,1230.4,normal,8.52,10.0,69.16,8,3,1,0.04757999025499431,22.0185,0.12143671607753706
Compressor,1.18,48.89,6.51,47.6,751.6,idle,449.64,11.0,38.11,3,0,1,0.06496146691469572,7.681799999999999,11.496803886474048
Robotic Arm,0.93,40.39,5.63,38.5,343.7,normal,30.18,11.9,63.87,12,4,1,0.11717435451116914,5.2359,0.46523816864498224
CNC,2.44,53.26,10.37,88.2,2821.8,normal,185.18,12.1,0.5,20,5,1,0.01886779084596854,25.302799999999998,123.45333333333333
Pump,2.36,70.5,12.73,90.8,1229.1,normal,62.82,10.5,36.59,21,4,1,0.05731241362490855,30.0428,1.6711891460494812
Robotic Arm,1.05,40.45,5.69,41.9,364.8,normal,147.78,17.3,0.5,6,6,1,0.11057955166757792,5.974500000000001,98.52
Pump,0.58,37.88,3.48,24.5,516.7,idle,233.67,13.6,0.5,0,6,1,0.07316978945335136,2.0183999999999997,155.78
Compressor,1.01,46.57,6.37,46.7,774.4,idle,3.95,15.2,74.66,13,0,1,0.06005932421975755,6.4337,0.052207242928892415
Pump,1.04,41.78,4.08,19.8,555.4,idle,71.6,13.9,27.81,6,5,1,0.07508986340762042,4.2432,2.4852481777160706
CNC,2.34,59.6,12.28,53.8,2951.1,normal,223.73,15.9,0.5,21,6,1,0.020189017987195558,28.735199999999995,149.15333333333334
Robotic Arm,0.38,33.96,2.4,15.8,149.3,idle,93.17,16.4,0.5,2,2,1,0.22594810379241514,0.9119999999999999,62.11333333333334
Robotic Arm,1.7,77.86,8.07,46.4,302.9,normal,155.18,11.8,3.88,17,2,1,0.2562026982560053,13.719,31.799180327868854
CNC,0.8,44.38,4.46,25.9,907.0,idle,161.24,15.0,95.34,3,0,1,0.04887665198237886,3.568,1.6736558023666184
Pump,2.09,61.55,11.53,122.1,1221.4,normal,173.68,16.8,0.5,13,4,1,0.0503517670157068,24.097699999999996,115.78666666666668
Pump,1.99,57.82,12.64,98.5,1233.5,normal,55.53,11.4,37.51,19,6,1,0.04683677602268125,25.1536,1.4419631264606596
Robotic Arm,1.18,63.04,6.63,44.0,317.0,normal,29.88,8.9,25.27,17,4,1,0.1982389937106918,7.8233999999999995,1.1374191092500952
Pump,0.59,,3.66,23.7,559.9,idle,54.45,11.4,16.85,19,6,1,,2.1593999999999998,3.0504201680672267
CNC,0.75,46.1,5.09,21.9,908.0,idle,215.47,14.3,0.5,12,6,1,0.05071507150715072,3.8175,143.64666666666668
Pump,1.9,45.78,12.15,,1267.2,normal,307.42,13.3,0.5,2,4,1,0.03609840719129475,23.085,204.9466666666667
Compressor,1.16,59.07,11.31,43.2,685.2,idle,383.08,16.6,0.99,23,4,1,0.08608277470125328,13.1196,192.50251256281408
CNC,1.18,73.11,,21.1,774.0,idle,125.23,13.2,15.5,3,1,1,0.09433548387096774,,7.58969696969697
Compressor,0.98,48.73,6.67,47.1,731.2,idle,90.9,16.4,0.5,6,0,1,0.06655285441136301,6.5366,60.6
CNC,2.3,62.86,9.75,57.7,2837.5,normal,16.07,14.4,64.51,14,3,1,0.02214549938347719,22.424999999999997,0.24530606014348952
CNC,2.71,60.19,13.62,85.0,2892.3,normal,45.73,10.2,42.41,4,3,1,0.020803235060311752,36.910199999999996,1.0534439069338861
CNC,0.97,44.91,4.9,20.6,876.8,idle,189.44,14.0,67.14,7,1,1,0.051161995898838006,4.753,2.780158497211623
CNC,,62.73,22.94,101.5,3880.7,peak,40.87,16.8,39.71,15,4,1,0.01616044516577788,,1.0039302382706952
Robotic Arm,0.56,39.63,2.66,14.8,156.5,idle,167.04,11.7,28.4,2,1,1,0.25161904761904763,1.4896000000000003,5.681632653061224
Compressor,1.12,51.12,6.07,,759.7,idle,112.53,17.4,47.38,4,1,1,0.06720126199553042,6.798400000000001,2.3259611409673417
Compressor,2.33,57.45,15.35,110.0,1788.8,normal,38.82,11.1,34.81,11,4,1,0.032098558498156224,35.7655,1.0840547333147166
Pump,4.68,66.01,14.13,125.1,1283.0,normal,254.45,11.6,9.38,16,2,1,0.05140965732087228,66.1284,24.51348747591522
Pump,0.54,36.18,3.68,,,idle,59.15,17.3,22.98,0,6,1,,1.9872000000000003,2.466638865721434
CNC,3.48,68.61,19.92,97.2,3887.9,peak,194.8,16.4,0.5,16,5,1,0.01764252102136851,69.3216,129.86666666666667
CNC,1.94,54.52,5.38,25.2,847.8,idle,333.63,16.5,13.83,7,0,1,0.06423185673892555,10.437199999999999,22.496965610249493
CNC,2.4,60.44,12.99,52.7,3086.1,normal,39.05,17.0,41.53,13,4,1,0.01957824495481196,31.176,0.9181754055960497
Compressor,2.5,62.28,13.9,115.4,1758.1,normal,370.7,16.0,0.5,20,3,1,0.035404468193962826,34.75,247.13333333333333
Pump,0.57,36.37,3.74,17.2,536.6,idle,85.4,12.1,41.98,13,6,1,0.06765252976190475,2.1318,1.9869706840390882
CNC,0.96,49.65,4.87,25.4,906.6,idle,269.91,15.5,0.5,15,4,1,0.054704715733803436,4.6752,179.94000000000003
Compressor,1.06,49.55,6.39,43.1,770.0,idle,323.84,9.9,11.43,2,3,1,0.06426718547341115,6.7734,26.05309734513274
Compressor,1.16,81.15,9.26,44.6,642.0,idle,535.73,16.3,3.32,23,5,1,0.12620528771384137,10.741599999999998,124.01157407407408
Robotic Arm,0.38,34.0,2.34,15.2,156.1,idle,28.1,14.0,50.82,9,6,1,0.21642266072565247,0.8892,0.5422616750289464
Robotic Arm,3.55,65.17,9.18,59.8,472.8,peak,180.74,13.1,14.7,16,1,1,0.13754748839172648,32.589,11.512101910828026
CNC,0.94,49.52,,23.7,912.1,idle,36.82,15.0,46.66,2,6,1,0.05423283320556347,,0.7725556021821234
Pump,1.97,53.43,12.73,94.8,1223.0,normal,16.08,16.3,55.61,22,2,1,0.04365196078431373,25.0781,0.2840487546369899
Pump,1.71,66.2,12.11,83.8,1232.2,normal,25.38,14.3,45.94,21,0,1,0.05368147907881933,20.708099999999998,0.5406902428632296
Pump,0.54,40.45,3.6,20.6,509.5,idle,189.1,9.2,0.5,4,4,1,0.0792360430950049,1.9440000000000002,126.06666666666666
Robotic Arm,0.37,31.79,2.29,16.3,152.8,idle,519.71,13.3,0.5,17,6,1,0.2066970091027308,0.8473,346.47333333333336
Robotic Arm,0.88,39.61,5.28,38.5,342.4,normal,1.03,12.2,90.0,18,4,1,0.11534653465346535,4.6464,0.01131868131868132
Robotic Arm,1.08,42.96,5.57,44.8,348.4,normal,292.01,10.4,7.57,13,3,1,0.12295363480251861,6.015600000000001,34.07351225204201
CNC,6.78,65.83,18.19,87.7,2837.8,normal,77.48,14.9,0.53,11,5,1,0.023189375792588417,123.32820000000001,50.640522875817
Robotic Arm,1.11,45.48,5.93,44.3,368.0,normal,176.95,10.8,0.5,14,5,1,0.1232520325203252,6.5823,117.96666666666665
Robotic Arm,1.44,80.47,7.27,38.8,300.5,normal,54.52,8.8,0.64,18,5,1,0.2668988391376451,10.4688,33.24390243902439
Pump,2.22,89.79,16.48,85.7,1094.6,normal,74.57,14.2,5.87,22,2,1,0.08195509309967143,36.58560000000001,10.854439592430857
Pump,1.88,46.04,12.8,127.6,1310.3,normal,154.6,14.8,0.5,17,2,1,0.03511019598871349,24.064,103.06666666666666
Compressor,2.51,50.16,15.42,104.4,1751.3,normal,59.95,10.7,23.06,10,6,1,0.02862523540489642,38.70419999999999,2.4916874480465507
Pump,0.53,37.62,3.78,23.0,559.4,idle,29.27,10.6,48.41,5,4,1,0.0671306209850107,2.0034,0.5923902044120624
Compressor,0.95,44.53,6.84,42.5,775.6,idle,390.18,16.5,0.5,21,5,1,0.05733968580994077,6.497999999999999,260.12
CNC,0.86,45.15,4.06,20.4,850.5,idle,78.92,15.3,1.66,5,6,1,0.05302407516147974,3.4915999999999996,29.669172932330827
Pump,1.3,45.74,4.14,20.6,514.9,idle,244.98,15.9,18.85,6,2,1,0.08866059313820508,5.382,12.341561712846346
Pump,2.78,55.76,12.44,122.2,1199.7,normal,358.81,14.1,3.34,12,2,1,0.04643957691346714,34.5832,82.67511520737328
Compressor,2.31,58.29,6.87,47.2,704.0,idle,39.32,14.3,10.94,0,0,1,0.08268085106382979,15.8697,3.2931323283082077
Compressor,2.13,59.17,14.12,104.7,1671.5,normal,18.12,8.3,64.89,16,4,1,0.035378176382660685,30.075599999999998,0.27500379420245863
CNC,0.9,41.33,4.49,20.4,895.6,idle,25.2,12.5,58.08,21,6,1,0.0460963640419362,4.041,0.4265402843601896
CNC,2.75,50.87,15.54,60.5,,normal,188.77,13.5,0.5,9,5,1,,42.735,125.84666666666668
Robotic Arm,1.7,54.57,7.71,63.4,491.9,peak,457.25,11.8,0.5,10,3,1,0.11071211199026172,13.107,304.8333333333333
Pump,0.58,59.33,3.67,18.1,531.5,idle,142.4,14.1,0.5,5,2,1,0.11141784037558686,2.1285999999999996,94.93333333333334
CNC,3.15,52.4,14.62,89.4,2806.0,normal,150.68,10.2,0.5,19,3,1,0.018667616672604203,46.053,100.45333333333333
Robotic Arm,,,,16.7,,idle,14.15,16.5,64.77,19,5,1,,,0.2151436825300289
Compressor,1.87,56.7,7.33,45.2,711.0,idle,89.13,10.8,17.53,2,4,1,0.07963483146067415,13.7071,4.810037776578521
Robotic Arm,0.55,63.62,3.23,15.8,134.8,idle,143.23,17.3,1.72,22,2,1,0.4684830633284241,1.7765000000000002,52.658088235294116
CNC,0.95,49.27,4.62,24.4,855.2,idle,39.18,16.7,44.29,5,6,1,0.057544966129409014,4.389,0.8650916317067785
Compressor,,54.22,14.93,99.9,1789.3,normal,475.2,14.0,0.5,10,3,1,0.0302854270234039,,316.8
Pump,2.08,60.16,18.49,115.8,1226.6,normal,111.53,11.2,15.85,15,0,1,0.04900619094167481,38.459199999999996,6.618991097922848
Compressor,1.1,,5.65,47.9,765.4,idle,51.33,15.2,42.17,13,5,1,,6.215000000000001,1.189020152883947
Compressor,4.14,68.78,14.9,97.3,1710.9,normal,140.43,16.0,19.48,8,2,1,0.04017758046614872,61.686,6.85693359375
Compressor,2.53,64.59,13.74,96.2,1718.5,normal,477.66,10.1,0.5,13,3,1,0.037563245129398085,34.7622,318.44
Compressor,0.92,45.45,6.94,49.4,722.8,idle,377.22,8.0,0.5,3,4,1,0.06279358938933408,6.3848,251.48000000000002
Compressor,1.06,48.98,6.71,49.0,753.3,idle,278.1,13.7,78.25,0,0,1,0.06493437624287418,7.1126000000000005,3.5091482649842276
Robotic Arm,0.38,28.28,2.45,15.4,159.6,idle,183.07,8.3,0.5,20,5,1,0.17608966376089666,0.931,122.04666666666667
Robotic Arm,0.42,28.97,2.48,19.4,152.1,idle,18.32,17.6,60.6,23,5,1,0.1892227302416721,1.0415999999999999,0.2974025974025974
Compressor,0.92,47.85,6.47,48.0,721.6,idle,371.42,9.1,0.5,21,3,1,0.06621920841406034,5.9524,247.61333333333334
Pump,2.04,51.65,11.15,103.4,1223.7,normal,181.57,14.3,0.5,20,3,1,0.04217359353311015,22.746000000000002,121.04666666666667
Compressor,2.46,63.78,15.22,118.3,1797.7,normal,30.25,10.3,47.33,9,6,1,0.035458942569633625,37.4412,0.6259052348437824
CNC,3.68,83.7,17.09,75.1,2473.5,normal,134.82,11.0,5.92,13,1,1,0.033825015154576685,62.891200000000005,19.48265895953757
Pump,1.75,53.48,12.1,99.7,1228.0,normal,177.37,17.3,0.5,16,3,1,0.04351505288852726,21.175,118.24666666666667
Compressor,2.99,69.6,15.03,122.6,1634.7,normal,434.16,15.2,28.85,17,0,1,0.04255058996148438,44.9397,14.544723618090453
Pump,2.35,53.42,13.49,122.5,1292.4,normal,43.83,10.6,36.6,15,1,1,0.041301994742539046,31.701500000000003,1.165691489361702
Compressor,1.23,83.9,8.52,43.6,635.8,idle,538.66,8.6,0.5,2,6,1,0.1317525125628141,10.4796,359.1066666666666
CNC,3.58,66.43,25.32,,4000.4,peak,74.07,8.0,1.23,15,0,1,0.016601689408706953,90.6456,33.2152466367713
Pump,1.82,64.35,11.29,100.6,1238.0,normal,83.33,14.5,0.5,19,0,1,0.05193704600484261,20.5478,55.553333333333335
Pump,0.6,,4.37,15.6,499.0,idle,97.88,13.4,29.5,2,0,1,,2.622,3.2091803278688524
Compressor,3.73,66.51,15.12,110.8,1650.8,normal,457.87,8.5,29.88,11,0,1,0.040265165274246284,56.3976,14.827396373056995
CNC,2.49,62.85,12.9,65.8,2874.3,normal,14.83,12.9,58.32,20,5,1,0.02185858866900845,32.121,0.25
Robotic Arm,0.35,29.34,2.5,14.5,151.7,idle,42.05,10.4,48.99,11,6,1,0.19214145383104128,0.875,0.8411682336467292
Robotic Arm,0.4,34.1,2.41,15.2,158.5,idle,115.42,17.5,0.5,0,3,1,0.21379310344827587,0.9640000000000001,76.94666666666667
CNC,4.14,65.52,14.3,71.5,2974.0,normal,311.76,9.5,35.7,9,6,1,0.022023529411764706,59.202,8.494822888283379
CNC,0.88,49.63,4.88,22.8,890.1,idle,69.85,12.5,5.45,10,0,1,0.05569520816967793,4.2943999999999996,10.829457364341085
CNC,0.79,48.89,5.32,24.6,889.4,idle,167.24,12.4,89.34,9,0,1,0.05490790655884996,4.202800000000001,1.8512286916094753
Pump,0.6,44.29,3.68,16.9,505.2,idle,82.62,12.3,44.76,10,6,1,0.08749506124061636,2.208,1.8055069930069931
CNC,0.73,48.96,4.88,25.6,874.2,idle,4.98,12.1,75.6,3,3,1,0.05594149908592322,3.5624,0.06501305483028721
Robotic Arm,0.37,37.5,2.55,19.7,152.0,idle,12.03,13.4,43.12,0,4,1,0.24509803921568626,0.9434999999999999,0.27266545784224844
Pump,1.77,46.37,12.07,78.0,1318.2,normal,179.52,16.9,0.5,18,3,1,0.03515009096422074,21.3639,119.68
Compressor,2.59,61.05,15.0,109.2,1707.8,normal,19.37,13.2,58.21,22,5,1,0.03572682584269663,38.849999999999994,0.32714068569498395
CNC,2.51,56.1,,61.2,2844.0,normal,175.31,15.2,25.28,10,1,1,0.019718804920913883,,6.670852359208523
CNC,,60.2,15.29,53.6,2821.5,normal,33.12,9.2,61.5,15,2,1,0.02132860938883968,,0.52992
CNC,0.86,55.48,4.91,20.6,848.0,idle,137.44,14.0,39.48,15,2,1,0.0653474676089517,4.2226,3.395256916996048
CNC,1.23,72.57,6.8,,779.4,idle,167.04,10.4,9.88,21,3,1,0.09299077396207073,8.363999999999999,15.352941176470587
Compressor,0.91,50.69,6.55,45.2,760.6,idle,313.25,9.0,43.1,11,1,1,0.06655724789915966,5.9605,7.103174603174603
CNC,2.9,50.16,14.45,86.0,2929.8,normal,178.17,11.9,0.5,13,5,1,0.017114780947181656,41.904999999999994,118.77999999999999
Pump,1.78,49.55,11.84,110.4,1294.3,normal,151.97,17.7,0.5,15,2,1,0.03825368640469389,21.0752,101.31333333333333
Pump,0.62,40.67,3.86,18.2,549.6,idle,120.42,11.9,0.5,7,1,1,0.0738648746821649,2.3931999999999998,80.28
CNC,3.45,71.18,27.3,100.4,4041.7,peak,45.2,11.9,35.38,19,4,1,0.017607044796794223,94.185,1.2424409015942826
Robotic Arm,0.39,33.59,2.57,17.3,149.3,idle,460.36,12.3,0.5,6,4,1,0.2234863606121091,1.0023,306.9066666666667
CNC,0.98,49.93,4.07,24.6,876.0,idle,48.3,12.8,44.27,3,0,1,0.0569327251995439,3.9886000000000004,1.0669317428760767
CNC,0.99,48.07,4.41,24.3,903.4,idle,1.17,11.0,82.11,21,5,1,0.05315126050420168,4.3659,0.014077728311875827
Robotic Arm,,31.72,2.41,14.7,155.7,idle,192.72,13.8,0.5,6,6,1,0.20242501595405232,,128.48
CNC,2.28,58.99,15.59,58.4,3015.3,normal,194.33,9.0,0.5,15,5,1,0.01955707323542088,35.545199999999994,129.55333333333334
Robotic Arm,0.85,42.01,5.9,44.9,362.7,normal,442.25,10.0,0.5,19,2,1,0.11550728622491063,5.015000000000001,294.8333333333333
CNC,1.98,56.85,11.27,65.4,2828.3,normal,299.13,11.6,0.5,20,5,1,0.020093309299119923,22.3146,199.42
Pump,0.53,39.28,3.57,24.8,531.9,idle,40.58,13.3,40.27,0,6,1,0.0737098892850441,1.8921000000000001,0.9832808335352555
CNC,1.84,,4.64,25.5,861.0,idle,333.53,9.5,13.93,7,0,1,,8.5376,22.339584728734092
Robotic Arm,0.95,41.94,5.46,39.2,343.8,normal,471.85,12.1,0.5,17,4,1,0.12163573085846867,5.186999999999999,314.56666666666666
CNC,,44.11,4.56,21.8,860.7,idle,297.93,16.3,0.5,19,5,1,0.051189509109899035,,198.62
Pump,0.63,39.79,4.02,26.1,488.7,idle,332.96,10.2,29.19,11,1,1,0.08125382887482131,2.5326,11.028817489234845
CNC,2.42,50.73,14.83,83.4,2976.4,normal,129.77,14.6,0.5,12,3,1,0.01703835561227917,35.8886,86.51333333333334
Pump,1.86,45.83,11.25,112.0,1236.0,normal,31.03,15.3,49.82,14,5,1,0.037049312853678254,20.925,0.6105863833136561
Compressor,2.72,81.74,16.03,114.4,1622.1,normal,19.55,11.4,22.92,13,1,1,0.05036042141580925,43.601600000000005,0.8173076923076923
Robotic Arm,1.02,53.48,6.48,38.9,346.1,normal,19.2,13.6,35.95,7,4,1,0.15407663497551136,6.6096,0.5196211096075778
Pump,2.17,63.31,11.51,108.2,1256.5,normal,317.27,14.3,0.5,12,4,1,0.05034592445328032,24.976699999999997,211.51333333333332
Pump,1.78,61.64,12.31,102.0,1216.9,normal,17.97,9.1,42.27,11,2,1,0.05061170867887347,21.9118,0.41529928356829204
Robotic Arm,1.09,43.42,5.43,38.4,368.0,normal,492.1,15.3,0.5,13,5,1,0.11766937669376694,5.9187,328.06666666666666
Pump,1.72,66.7,11.76,106.0,1314.6,normal,71.7,12.9,5.98,0,6,1,0.0506993006993007,20.2272,10.272206303724928
CNC,,64.23,10.09,58.1,3088.2,normal,179.88,17.7,0.5,14,5,1,0.020791790754888,,119.92
Compressor,3.31,68.15,14.44,101.0,1715.5,normal,452.19,15.7,35.56,6,0,1,0.0397028837751238,47.7964,12.36843544857768
CNC,2.41,,10.78,68.4,2950.5,normal,248.81,15.4,7.77,18,3,1,,25.9798,28.370581527936146
Pump,0.58,43.2,3.32,18.0,556.8,idle,54.02,12.8,22.52,13,5,1,0.07744711366081033,1.9255999999999998,2.296768707482993
Compressor,2.27,63.09,14.32,117.7,1770.2,normal,24.82,17.6,71.57,6,3,1,0.03561991869918699,32.5064,0.3420146065867439
Pump,0.67,42.76,3.6,21.3,503.3,idle,3.18,11.6,74.49,3,3,1,0.08479079912750347,2.4120000000000004,0.042124784739700626
CNC,6.75,73.11,12.98,57.5,2855.8,normal,72.72,15.0,5.3,6,5,1,0.025591570988518622,87.61500000000001,11.542857142857143
Compressor,1.0,51.82,6.19,42.5,737.6,idle,9.4,17.0,66.06,21,3,1,0.07015976171134579,6.19,0.14017297942141366
Robotic Arm,0.88,43.64,5.2,46.4,349.3,normal,346.0,11.0,0.5,19,5,1,0.12457893234370539,4.5760000000000005,230.66666666666666
Compressor,1.14,53.78,5.95,44.8,725.3,idle,430.06,8.2,42.53,8,1,1,0.07404653724356328,6.7829999999999995,9.879623248334482
CNC,2.95,58.32,10.67,69.8,3090.4,normal,49.78,17.5,25.51,14,6,1,0.018865239050268486,31.4765,1.877781969068276
